1 , 2 , 0.00 , 11894.74 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10285.78 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11375.62 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11906.32 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11154.71 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10139.12 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10523.65 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -158.00 , -40.00
1 , 2 , 0.00 , 11903.67 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10861.32 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11117.69 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10491.98 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11869.30 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11810.14 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10617.57 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11444.65 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11102.73 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11678.93 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11356.62 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 10344.54 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11536.67 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
1 , 2 , 0.00 , 11075.64 , 0.00 , 0.00 , 160.00 , 40.00 , 158.00 , 40.00 , 158.00 , 40.00 , -0.00 , 0.00
